"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMLchromosome","DMLstart","DMLend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","Name","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"11","XM_022431916.1","sp","A4IF63","TRIM2_BOVIN",29.23,130,83,3,1792,2175,622,744,2e-09,65.5,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41402;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431916.1;Name=XM_022431916.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X4;transcript_id=XM_022431916.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41402","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431916.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X4","transcript_id=XM_022431916.1","","",""
"12","XM_022431916.1","sp","A4IF63","TRIM2_BOVIN",26.67,105,71,2,1810,2118,492,592,0.004,45.1,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41402;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431916.1;Name=XM_022431916.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X4;transcript_id=XM_022431916.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41402","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431916.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X4","transcript_id=XM_022431916.1","","",""
"13","XM_022431917.1","sp","A4IF63","TRIM2_BOVIN",29.23,130,83,3,1784,2167,622,744,2e-09,65.5,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41397;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431917.1;Name=XM_022431917.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X5;transcript_id=XM_022431917.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41397","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431917.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X5","transcript_id=XM_022431917.1","","",""
"14","XM_022431917.1","sp","A4IF63","TRIM2_BOVIN",26.67,105,71,2,1802,2110,492,592,0.004,45.1,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41397;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431917.1;Name=XM_022431917.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X5;transcript_id=XM_022431917.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41397","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431917.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X5","transcript_id=XM_022431917.1","","",""
"15","XM_022431917.1","sp","A4IF63","TRIM2_BOVIN",20.61,165,126,3,1712,2203,510,670,0.022,42.7,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41397;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431917.1;Name=XM_022431917.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X5;transcript_id=XM_022431917.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41397","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431917.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X5","transcript_id=XM_022431917.1","","",""
"16","XM_022431921.1","sp","A4IF63","TRIM2_BOVIN",26.67,105,71,2,1736,2044,492,592,0.004,45.1,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41403;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431921.1;Name=XM_022431921.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X9;transcript_id=XM_022431921.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41403","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431921.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X9","transcript_id=XM_022431921.1","","",""
"17","XM_022431921.1","sp","A4IF63","TRIM2_BOVIN",29.23,130,83,3,1718,2101,622,744,2e-09,65.5,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41403;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431921.1;Name=XM_022431921.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X9;transcript_id=XM_022431921.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41403","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431921.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X9","transcript_id=XM_022431921.1","","",""
"18","XM_022431921.1","sp","A4IF63","TRIM2_BOVIN",20.61,165,126,3,1646,2137,510,670,0.02,42.7,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41403;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431921.1;Name=XM_022431921.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X9;transcript_id=XM_022431921.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41403","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431921.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X9","transcript_id=XM_022431921.1","","",""
"19","XM_022431922.1","sp","A4IF63","TRIM2_BOVIN",29.23,130,83,3,1478,1861,622,744,2e-09,65.5,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41398;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431922.1;Name=XM_022431922.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X10;transcript_id=XM_022431922.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41398","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431922.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X10","transcript_id=XM_022431922.1","","",""
"20","XM_022431922.1","sp","A4IF63","TRIM2_BOVIN",20.61,165,126,3,1406,1897,510,670,0.018,42.7,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41398;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431922.1;Name=XM_022431922.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X10;transcript_id=XM_022431922.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41398","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431922.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X10","transcript_id=XM_022431922.1","","",""
"21","XM_022431922.1","sp","A4IF63","TRIM2_BOVIN",26.67,105,71,2,1496,1804,492,592,0.003,45.1,"NC_035785.1","Gnomon","mRNA",17356835,17356836,".","-",".","ID=rna41398;Parent=gene23838;Dbxref=GeneID:111100239,Genbank:XM_022431922.1;Name=XM_022431922.1;gbkey=mRNA;gene=LOC111100239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC111100239%2C transcript variant X10;transcript_id=XM_022431922.1","NC_035785.1",17356834,17356836,"-",52,"ID=rna41398","Parent=gene23838","Dbxref=GeneID",111100239,"Genbank","Name=XM_022431922.1","gbkey=mRNA","gene=LOC111100239","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111100239%2C transcript variant X10","transcript_id=XM_022431922.1","","",""
"22","XM_022432056.1","sp","B5DF93","PATL1_RAT",36.46,96,50,6,132,404,24,113,7e-06,54.7,"NC_035785.1","Gnomon","mRNA",12688942,12688943,".","+",".","ID=rna40951;Parent=gene23612;Dbxref=GeneID:111100321,Genbank:XM_022432056.1;Name=XM_022432056.1;gbkey=mRNA;gene=LOC111100321;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=protein PAT1 homolog 1-like%2C transcript variant X1;transcript_id=XM_022432056.1","NC_035785.1",12688941,12688943,"-",70,"ID=rna40951","Parent=gene23612","Dbxref=GeneID",111100321,"Genbank","Name=XM_022432056.1","gbkey=mRNA","gene=LOC111100321","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=protein PAT1 homolog 1-like%2C transcript variant X1","transcript_id=XM_022432056.1","","",""
"23","XM_022432056.1","sp","B5DF93","PATL1_RAT",37.11,380,209,9,1647,2735,399,765,2e-51,199,"NC_035785.1","Gnomon","mRNA",12688942,12688943,".","+",".","ID=rna40951;Parent=gene23612;Dbxref=GeneID:111100321,Genbank:XM_022432056.1;Name=XM_022432056.1;gbkey=mRNA;gene=LOC111100321;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=protein PAT1 homolog 1-like%2C transcript variant X1;transcript_id=XM_022432056.1","NC_035785.1",12688941,12688943,"-",70,"ID=rna40951","Parent=gene23612","Dbxref=GeneID",111100321,"Genbank","Name=XM_022432056.1","gbkey=mRNA","gene=LOC111100321","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=protein PAT1 homolog 1-like%2C transcript variant X1","transcript_id=XM_022432056.1","","",""
"24","XM_022432057.1","sp","B5DF93","PATL1_RAT",37.11,380,209,9,1407,2495,399,765,1e-51,200,"NC_035785.1","Gnomon","mRNA",12688942,12688943,".","+",".","ID=rna40952;Parent=gene23612;Dbxref=GeneID:111100321,Genbank:XM_022432057.1;Name=XM_022432057.1;gbkey=mRNA;gene=LOC111100321;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=protein PAT1 homolog 1-like%2C transcript variant X2;transcript_id=XM_022432057.1","NC_035785.1",12688941,12688943,"-",70,"ID=rna40952","Parent=gene23612","Dbxref=GeneID",111100321,"Genbank","Name=XM_022432057.1","gbkey=mRNA","gene=LOC111100321","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=protein PAT1 homolog 1-like%2C transcript variant X2","transcript_id=XM_022432057.1","","",""
"25","XM_022432057.1","sp","B5DF93","PATL1_RAT",37.5,96,49,6,132,404,24,113,3e-06,55.8,"NC_035785.1","Gnomon","mRNA",12688942,12688943,".","+",".","ID=rna40952;Parent=gene23612;Dbxref=GeneID:111100321,Genbank:XM_022432057.1;Name=XM_022432057.1;gbkey=mRNA;gene=LOC111100321;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=protein PAT1 homolog 1-like%2C transcript variant X2;transcript_id=XM_022432057.1","NC_035785.1",12688941,12688943,"-",70,"ID=rna40952","Parent=gene23612","Dbxref=GeneID",111100321,"Genbank","Name=XM_022432057.1","gbkey=mRNA","gene=LOC111100321","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=protein PAT1 homolog 1-like%2C transcript variant X2","transcript_id=XM_022432057.1","","",""
"26","XM_022432309.1","sp","Q803F5","APMAP_DANRE",40,55,30,1,1810,1974,106,157,1.1,36.2,"NC_035785.1","Gnomon","mRNA",15835963,15835964,".","-",".","ID=rna41247;Parent=gene23742;Dbxref=GeneID:111100425,Genbank:XM_022432309.1;Name=XM_022432309.1;gbkey=mRNA;gene=LOC111100425;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=uncharacterized LOC111100425%2C transcript variant X3;transcript_id=XM_022432309.1","NC_035785.1",15835962,15835964,"+",56,"ID=rna41247","Parent=gene23742","Dbxref=GeneID",111100425,"Genbank","Name=XM_022432309.1","gbkey=mRNA","gene=LOC111100425","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=uncharacterized LOC111100425%2C transcript variant X3","transcript_id=XM_022432309.1","","",""
"27","XM_022433020.1","sp","Q86WV6","STING_HUMAN",29.63,189,113,7,1689,2222,154,333,6e-16,85.1,"NC_035785.1","Gnomon","mRNA",41840395,41840396,".","+",".","ID=rna43533;Parent=gene25091;Dbxref=GeneID:111100878,Genbank:XM_022433020.1;Name=XM_022433020.1;gbkey=mRNA;gene=LOC111100878;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns;product=uncharacterized LOC111100878%2C transcript variant X2;transcript_id=XM_022433020.1","NC_035785.1",41840394,41840396,"+",-54,"ID=rna43533","Parent=gene25091","Dbxref=GeneID",111100878,"Genbank","Name=XM_022433020.1","gbkey=mRNA","gene=LOC111100878","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=uncharacterized LOC111100878%2C transcript variant X2","transcript_id=XM_022433020.1","","",""
