"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"17","NC_035780.1",17488959,17488959,-57.0731707317073,"+",5.71400122627172e-26,1.01033910321041e-23,17488942,17489178,17457431,17541765,"111120886",17457431,17541765,"XM_022461910.1","Q9NU22","MDN1_HUMAN",0,"midasin-like",NA,NA,NA,NA
"18","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22144258,22195974,"XM_022471362.1","Q9ULU4","PKCB1_HUMAN",2e-14,"uncharacterized LOC111126605","GO:0003714; GO:0005634; GO:0005737; GO:0006355; GO:0008270; GO:0019904; GO:0030336; GO:0035064; GO:0043197; GO:0043198; GO:0047485; GO:0051491; GO:0060999; GO:0070491; GO:0070577; GO:0098815; GO:1902897; GO:1902952","modulation of excitatory postsynaptic potential [GO:0098815]; negative regulation of cell migration [GO:0030336]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of dendritic spine maintenance [GO:1902952]; positive regulation of filopodium assembly [GO:0051491]; regulation of postsynaptic density protein 95 clustering [GO:1902897]; regulation of transcription, DNA-templated [GO:0006355]","cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; nucleus [GO:0005634]","lysine-acetylated histone binding [GO:0070577]; methylated histone binding [GO:0035064]; protein domain specific binding [GO:0019904]; protein N-terminus binding [GO:0047485]; repressing transcription factor binding [GO:0070491]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]"
"19","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22144228,22218222,"XM_022471370.1","A8GH44","PDXB_SERP5",0.44,"uncharacterized LOC111126605",NA,NA,NA,NA
"20","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22144200,22151499,"XM_022471406.1","Q9ULU4","PKCB1_HUMAN",2e-13,"uncharacterized LOC111126605","GO:0003714; GO:0005634; GO:0005737; GO:0006355; GO:0008270; GO:0019904; GO:0030336; GO:0035064; GO:0043197; GO:0043198; GO:0047485; GO:0051491; GO:0060999; GO:0070491; GO:0070577; GO:0098815; GO:1902897; GO:1902952","modulation of excitatory postsynaptic potential [GO:0098815]; negative regulation of cell migration [GO:0030336]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of dendritic spine maintenance [GO:1902952]; positive regulation of filopodium assembly [GO:0051491]; regulation of postsynaptic density protein 95 clustering [GO:1902897]; regulation of transcription, DNA-templated [GO:0006355]","cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; nucleus [GO:0005634]","lysine-acetylated histone binding [GO:0070577]; methylated histone binding [GO:0035064]; protein domain specific binding [GO:0019904]; protein N-terminus binding [GO:0047485]; repressing transcription factor binding [GO:0070491]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]"
"21","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22207238,22228175,"XM_022471397.1","Q9ULU4","PKCB1_HUMAN",1e-14,"uncharacterized LOC111126605","GO:0003714; GO:0005634; GO:0005737; GO:0006355; GO:0008270; GO:0019904; GO:0030336; GO:0035064; GO:0043197; GO:0043198; GO:0047485; GO:0051491; GO:0060999; GO:0070491; GO:0070577; GO:0098815; GO:1902897; GO:1902952","modulation of excitatory postsynaptic potential [GO:0098815]; negative regulation of cell migration [GO:0030336]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of dendritic spine maintenance [GO:1902952]; positive regulation of filopodium assembly [GO:0051491]; regulation of postsynaptic density protein 95 clustering [GO:1902897]; regulation of transcription, DNA-templated [GO:0006355]","cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; nucleus [GO:0005634]","lysine-acetylated histone binding [GO:0070577]; methylated histone binding [GO:0035064]; protein domain specific binding [GO:0019904]; protein N-terminus binding [GO:0047485]; repressing transcription factor binding [GO:0070491]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]"
"22","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22071505,22257650,"111126660",22071505,22257650,"XM_022471452.1","A8GH44","PDXB_SERP5",0.1,"uncharacterized LOC111126660",NA,NA,NA,NA
"23","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22183787,22195974,"XM_022471379.1","Q9ULU4","PKCB1_HUMAN",1e-14,"uncharacterized LOC111126605","GO:0003714; GO:0005634; GO:0005737; GO:0006355; GO:0008270; GO:0019904; GO:0030336; GO:0035064; GO:0043197; GO:0043198; GO:0047485; GO:0051491; GO:0060999; GO:0070491; GO:0070577; GO:0098815; GO:1902897; GO:1902952","modulation of excitatory postsynaptic potential [GO:0098815]; negative regulation of cell migration [GO:0030336]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of dendritic spine maintenance [GO:1902952]; positive regulation of filopodium assembly [GO:0051491]; regulation of postsynaptic density protein 95 clustering [GO:1902897]; regulation of transcription, DNA-templated [GO:0006355]","cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; nucleus [GO:0005634]","lysine-acetylated histone binding [GO:0070577]; methylated histone binding [GO:0035064]; protein domain specific binding [GO:0019904]; protein N-terminus binding [GO:0047485]; repressing transcription factor binding [GO:0070491]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]"
"24","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22071505,22257650,"111126660",22248003,22257647,"XM_022471459.1","A8GH44","PDXB_SERP5",0.11,"uncharacterized LOC111126660",NA,NA,NA,NA
"25","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22210805,22228175,"XM_022471388.1","Q9ULU4","PKCB1_HUMAN",1e-14,"uncharacterized LOC111126605","GO:0003714; GO:0005634; GO:0005737; GO:0006355; GO:0008270; GO:0019904; GO:0030336; GO:0035064; GO:0043197; GO:0043198; GO:0047485; GO:0051491; GO:0060999; GO:0070491; GO:0070577; GO:0098815; GO:1902897; GO:1902952","modulation of excitatory postsynaptic potential [GO:0098815]; negative regulation of cell migration [GO:0030336]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of dendritic spine maintenance [GO:1902952]; positive regulation of filopodium assembly [GO:0051491]; regulation of postsynaptic density protein 95 clustering [GO:1902897]; regulation of transcription, DNA-templated [GO:0006355]","cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; nucleus [GO:0005634]","lysine-acetylated histone binding [GO:0070577]; methylated histone binding [GO:0035064]; protein domain specific binding [GO:0019904]; protein N-terminus binding [GO:0047485]; repressing transcription factor binding [GO:0070491]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]"
"26","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25851514,25884623,"XM_022484733.1","P70365","NCOA1_MOUSE",7e-66,"nuclear receptor coactivator 2-like",NA,NA,NA,NA
"27","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25848611,25884623,"XM_022484748.1","P70365","NCOA1_MOUSE",4e-66,"nuclear receptor coactivator 2-like",NA,NA,NA,NA
"28","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25845397,25884623,"XM_022484725.1","P70365","NCOA1_MOUSE",9e-66,"nuclear receptor coactivator 2-like",NA,NA,NA,NA
"29","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25853693,25884623,"XM_022484722.1","P70365","NCOA1_MOUSE",8e-66,"nuclear receptor coactivator 2-like",NA,NA,NA,NA
"30","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25822372,25884623,"XM_022484704.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like",NA,NA,NA,NA
"31","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25856805,25884623,"XM_022484695.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like",NA,NA,NA,NA
"32","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25842241,25884623,"XM_022484739.1","P70365","NCOA1_MOUSE",4e-66,"nuclear receptor coactivator 2-like",NA,NA,NA,NA
"33","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25822525,25884623,"XM_022484712.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like",NA,NA,NA,NA
"38","NC_035780.1",31302905,31302905,-60.3289335847475,"+",8.46636477075717e-18,5.623740062326e-16,31302841,31303151,31295876,31307973,"111124297",31295876,31307973,"XM_022467153.1","Q7ZXZ0","MCM3Z_XENLA",0,"zygotic DNA replication licensing factor mcm3-like",NA,NA,NA,NA
"39","NC_035780.1",31302935,31302935,-58.2879612825166,"+",1.00954268196262e-17,6.62296112592393e-16,31302841,31303151,31295876,31307973,"111124297",31295876,31307973,"XM_022467153.1","Q7ZXZ0","MCM3Z_XENLA",0,"zygotic DNA replication licensing factor mcm3-like",NA,NA,NA,NA
"40","NC_035780.1",32717031,32717031,-52.5962264150943,"+",8.45711739466131e-27,1.65358121928775e-24,32716795,32717179,32697475,32718987,"111133500",32697475,32718987,"XM_022481956.1","Q800K6","TOB1A_XENLA",4e-86,"DNA topoisomerase 2-binding protein 1-like","GO:0000076; GO:0000785; GO:0000922; GO:0003677; GO:0003682; GO:0005634; GO:0005737; GO:0005815; GO:0006270; GO:0006281; GO:0006974; GO:0019900; GO:0030174; GO:0033138; GO:0035563; GO:0045860; GO:0071163; GO:0071165; GO:0071168","cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; DNA replication checkpoint [GO:0000076]; DNA replication initiation [GO:0006270]; DNA replication preinitiation complex assembly [GO:0071163]; GINS complex assembly [GO:0071165]; positive regulation of chromatin binding [GO:0035563]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein kinase activity [GO:0045860]; protein localization to chromatin [GO:0071168]; regulation of DNA-dependent DNA replication initiation [GO:0030174]","chromatin [GO:0000785]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; spindle pole [GO:0000922]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; kinase binding [GO:0019900]"
"41","NC_035780.1",32717031,32717031,-52.5962264150943,"+",8.45711739466131e-27,1.65358121928775e-24,32716795,32717179,32697475,32718987,"111133500",32697475,32718987,"XM_022481965.1","Q800K6","TOB1A_XENLA",5e-161,"DNA topoisomerase 2-binding protein 1-like","GO:0000076; GO:0000785; GO:0000922; GO:0003677; GO:0003682; GO:0005634; GO:0005737; GO:0005815; GO:0006270; GO:0006281; GO:0006974; GO:0019900; GO:0030174; GO:0033138; GO:0035563; GO:0045860; GO:0071163; GO:0071165; GO:0071168","cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; DNA replication checkpoint [GO:0000076]; DNA replication initiation [GO:0006270]; DNA replication preinitiation complex assembly [GO:0071163]; GINS complex assembly [GO:0071165]; positive regulation of chromatin binding [GO:0035563]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein kinase activity [GO:0045860]; protein localization to chromatin [GO:0071168]; regulation of DNA-dependent DNA replication initiation [GO:0030174]","chromatin [GO:0000785]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; spindle pole [GO:0000922]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; kinase binding [GO:0019900]"
"42","NC_035780.1",32717031,32717031,-52.5962264150943,"+",8.45711739466131e-27,1.65358121928775e-24,32716795,32717179,32697475,32718987,"111133500",32697475,32718987,"XM_022481965.1","Q800K6","TOB1A_XENLA",4e-86,"DNA topoisomerase 2-binding protein 1-like","GO:0000076; GO:0000785; GO:0000922; GO:0003677; GO:0003682; GO:0005634; GO:0005737; GO:0005815; GO:0006270; GO:0006281; GO:0006974; GO:0019900; GO:0030174; GO:0033138; GO:0035563; GO:0045860; GO:0071163; GO:0071165; GO:0071168","cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; DNA replication checkpoint [GO:0000076]; DNA replication initiation [GO:0006270]; DNA replication preinitiation complex assembly [GO:0071163]; GINS complex assembly [GO:0071165]; positive regulation of chromatin binding [GO:0035563]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein kinase activity [GO:0045860]; protein localization to chromatin [GO:0071168]; regulation of DNA-dependent DNA replication initiation [GO:0030174]","chromatin [GO:0000785]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; spindle pole [GO:0000922]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; kinase binding [GO:0019900]"
