geneID,DMLCount,chr,start,end,meth.diff,strand,pvalue,qvalue,Product
111104148,1,NC_035786.1,42548091,42548091,50.3655978423734,+,6.36718612344466e-27,1.25776075893797e-24,polycomb protein EED-like
111104269,1,NC_035786.1,29945222,29945222,54.038882803943,+,2.26637507121209e-13,8.25337661981906e-12,diacylglycerol kinase zeta-like
111104284,1,NC_035786.1,42612850,42612850,56.9444444444444,+,1.37380825421961e-15,6.77911345766004e-14,activating signal cointegrator 1 complex subunit 3-like
111104287,1,NC_035786.1,42612850,42612850,56.9444444444444,+,1.37380825421961e-15,6.77911345766004e-14,uncharacterized LOC111104287
111104374,1,NC_035786.1,8624214,8624214,60.4520547945206,+,2.41710871636088e-20,2.19448846526367e-18,transcription factor E2F7-like
111104769,1,NC_035786.1,33053639,33053639,50.709219858156,+,5.7475139013037e-21,5.64102897507512e-19,uncharacterized LOC111104769
111105029,1,NC_035786.1,33817806,33817806,55.107230874102,+,3.83947429095481e-34,1.61264645143613e-31,E3 ubiquitin-protein ligase SHPRH-like
111105134,1,NC_035786.1,49056852,49056852,-57.3039060019054,+,1.05077580112701e-57,3.40465557375398e-54,cysteine and histidine-rich domain-containing protein 1-like
111105379,1,NC_035786.1,40104349,40104349,62.3566391980291,+,2.89979953323166e-31,9.29912798434629e-29,serine/threonine-protein kinase Nek9-like
111105688,1,NC_035787.1,45643699,45643699,-54.2735042735043,+,2.75665429872385e-24,4.01963059490548e-22,SRSF protein kinase 1-like
111105806,1,NC_035787.1,26136337,26136337,-58.6526315789474,+,3.80539817175558e-59,1.31862545473043e-55,dynein heavy chain 12
111105858,1,NC_035787.1,36929768,36929768,58.9304029304029,+,4.63012179214093e-25,7.32511703663613e-23,E3 ubiquitin-protein ligase PDZRN3-like
111105864,1,NC_035787.1,55630870,55630870,-59.478650400305,+,2.41405403494381e-41,1.91201052874126e-38,kelch-like protein 12
111106189,1,NC_035787.1,55936732,55936732,-50.455680977054,+,9.92076147315789e-27,1.92467712933642e-24,histone deacetylase 6-like
111106208,1,NC_035787.1,73255303,73255303,64.3415906127771,+,1.21473276407419e-31,4.03547494154441e-29,U4/U6 small nuclear ribonucleoprotein Prp3-like
111106945,1,NC_035787.1,14736344,14736344,56.7614719249377,+,9.45247197193731e-71,9.07038865945857e-67,protein SET-like
111106952,1,NC_035787.1,46132618,46132618,-52.7268176971121,+,4.78306084161871e-41,3.67177779053934e-38,uncharacterized LOC111106952
111106980,1,NC_035787.1,35987932,35987932,-68.1809880376221,+,1.22842204764656e-58,4.19834949314358e-55,ankyrin repeat domain-containing protein 26-like
111107067,1,NC_035787.1,47787951,47787951,-63.433014354067,+,1.4910655694949e-26,2.80336511969869e-24,Fanconi anemia group D2 protein-like
111107105,1,NC_035787.1,61702195,61702195,52.6436781609195,+,1.61354232592771e-14,6.8755478536635e-13,uncharacterized LOC111107105
111107111,1,NC_035787.1,51474327,51474327,-55.274848102717,+,1.89775288978816e-76,2.95919459526307e-72,F-box/LRR-repeat protein 5-like
111107135,1,NC_035787.1,69874030,69874030,-59.149959903769,+,1.76953672845303e-24,2.64519133221139e-22,cortactin-binding protein 2-like
111107173,1,NC_035787.1,48000628,48000628,-54.3928665093103,+,1.56922256410659e-13,5.83379483755432e-12,macrophage-expressed gene 1 protein-like
111107174,1,NC_035787.1,47990102,47990102,-68.5806467263421,+,1.59743329475915e-66,1.10706743926959e-62,rabenosyn-5-like
111107341,1,NC_035787.1,63698647,63698647,55.8712121212121,+,9.31291514262114e-35,4.17142362967063e-32,inhibitor of nuclear factor kappa-B kinase subunit epsilon-like
111107387,1,NC_035787.1,43903511,43903511,-52.9679291147181,+,3.94283200281061e-17,2.40102208797816e-15,leucine-rich repeat serine/threonine-protein kinase 2-like
111107565,1,NC_035787.1,8607356,8607356,50.7922940364258,+,3.91801438750683e-57,1.15000822655905e-53,host cell factor 1-like
111107627,1,NC_035787.1,41010274,41010274,52.8357331766089,+,1.3525052122874e-30,4.00756617435077e-28,uncharacterized LOC111107627
111107699,1,NC_035787.1,40995377,40995377,69.1246958188924,+,3.55426488137567e-48,5.1257513371158e-45,tumor suppressor candidate 2-like
111107757,1,NC_035787.1,70578759,70578759,-54.8344947735192,+,1.86587000427807e-31,6.08518511443404e-29,neuroglian-like
111107760,1,NC_035787.1,54652600,54652600,60.7785393017777,+,1.03036394491181e-26,1.99275904592799e-24,serine/threonine-protein kinase TBK1-like
111107765,1,NC_035787.1,54271742,54271742,-58.2417582417582,+,9.33390916375267e-11,2.24433381702109e-09,protein FAM107B-like
111107844,1,NC_035787.1,19062110,19062110,-51.3782460621541,+,2.55023967772175e-36,1.30917762879561e-33,ubiquitin carboxyl-terminal hydrolase 48-like
111107863,1,NC_035787.1,69040757,69040757,51.8523802729824,+,1.83903103499271e-20,1.6955676125764e-18,neuroglian-like
111107913,1,NC_035787.1,53342425,53342425,-57.6176430660628,+,2.82108439414461e-57,8.58333518691727e-54,filamin-A-like
111108030,1,NC_035787.1,2052511,2052511,55,+,8.6028841235933e-29,2.08382236495929e-26,WD repeat-containing protein 48-like
111108043,1,NC_035787.1,26805834,26805834,67.1969696969697,+,1.71850851874559e-27,3.59992766321338e-25,regulator of nonsense transcripts 2-like
111108063,1,NC_035787.1,73806757,73806757,-50.9516256938937,+,1.38769299867035e-12,4.46961124351027e-11,poly [ADP-ribose] polymerase 14-like
111108086,1,NC_035787.1,52788270,52788270,-65.9638009049774,+,1.13455775047218e-68,9.1310087604024e-65,plasma membrane calcium-transporting ATPase 2-like
111108181,1,NC_035787.1,60366843,60366843,-51.4767728525161,+,3.87800141448104e-19,3.04540176193935e-17,zinc finger protein 277-like
111108202,1,NC_035787.1,48392397,48392397,-51.4386337962655,+,2.44428510287605e-16,1.32801759125977e-14,E3 ubiquitin-protein ligase HUWE1-like
111108359,1,NC_035787.1,61149802,61149802,-53.7004442209371,+,4.40697494371766e-17,2.66544959831286e-15,dihydrolipoyl dehydrogenase
111108424,1,NC_035787.1,52112611,52112611,-51.7070129650567,+,1.42184465514424e-39,9.69225676214825e-37,sentrin-specific protease 8-like
111108425,1,NC_035787.1,18018537,18018537,52.9734077313628,+,5.42508505237036e-57,1.57384495542958e-53,DDB1- and CUL4-associated factor 1-like
111108434,1,NC_035780.1,62782869,62782869,-50.4156010230179,+,2.82198241639172e-18,1.99111293342898e-16,NA
111108553,1,NC_035787.1,44144693,44144693,50.4798540609137,+,7.83820512484769e-20,6.69711288886922e-18,E3 ubiquitin-protein ligase Hakai-like
111108589,1,NC_035787.1,59103899,59103899,-53.356401384083,+,5.21958071306698e-37,2.85577916891355e-34,UPF0691 protein C9orf116 homolog
111109116,1,NC_035787.1,47224357,47224357,-50.4090310823125,+,7.22794668460793e-38,4.25307391208804e-35,uncharacterized LOC111109116
111109291,1,NC_035787.1,64479022,64479022,61.7647058823529,+,3.16275799209367e-18,2.22087748192926e-16,NA
111109533,1,NC_035787.1,55858948,55858948,50.5384859043396,+,1.87981931766057e-24,2.79664210546268e-22,uncharacterized LOC111109533
111109772,1,NC_035787.1,75185538,75185538,54.1385052404741,+,3.38747069374539e-17,2.07855738331914e-15,uncharacterized LOC111109772
111109854,1,NC_035787.1,59147924,59147924,-50.8178620285323,+,7.48290691240408e-41,5.58956128434857e-38,ATP-binding cassette sub-family F member 1-like
111109936,1,NC_035787.1,8650893,8650893,-50.100713158038,+,2.49035580926784e-24,3.65267417435978e-22,protein SSUH2 homolog
111110491,1,NC_035787.1,23056763,23056763,-55.4496310906567,+,6.50100621073687e-52,1.21950275653076e-48,uncharacterized LOC111110491
111110539,1,NC_035787.1,74014235,74014235,-59.072375127421,+,2.73371100140983e-34,1.16987077576575e-31,uncharacterized LOC111110539
111110682,1,NC_035787.1,59437353,59437353,-58.3245345929425,+,3.10762563279296e-44,3.19062870260012e-41,kelch-like protein 12
111111251,1,NC_035788.1,90709052,90709052,-54.1808433859161,+,3.54781217124556e-26,6.40945034079301e-24,uncharacterized LOC111111251
111112119,1,NC_035788.1,56304984,56304984,57.1815718157181,+,3.92802423608147e-18,2.72981714133834e-16,vacuolar-sorting protein SNF8-like
111112304,1,NC_035788.1,48218754,48218754,58.1797064723894,+,2.90564251407096e-60,1.18840971284023e-56,disintegrin and metalloproteinase domain-containing protein unc-71-like
111112487,1,NC_035788.1,68202688,68202688,-50.546875,+,1.08198513348615e-23,1.48976218608813e-21,protein boule-like
111112526,1,NC_035788.1,66989252,66989252,54.8626045400239,+,4.84498121704087e-17,2.9099092956372e-15,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like
111112643,1,NC_035788.1,67025455,67025455,-56.507014997581,+,2.28024166198768e-33,8.91690303384118e-31,E3 ubiquitin-protein ligase ZSWIM2-like
111112646,1,NC_035788.1,67025455,67025455,-56.507014997581,+,2.28024166198768e-33,8.91690303384118e-31,NA
111112701,1,NC_035788.1,18651925,18651925,51.22665514427,+,2.14893428339576e-19,1.74524245644753e-17,39S ribosomal protein L21
111112743,1,NC_035788.1,70761662,70761662,55.1347769989887,+,3.29857421933684e-42,2.85750907895697e-39,telomere-associated protein RIF1-like
111112845,1,NC_035788.1,51732939,51732939,57.9677827331425,+,1.54640892282984e-29,4.03993913056023e-27,microtubule-associated protein futsch-like
111112919,1,NC_035788.1,76583488,76583488,-58.5846628924344,+,5.06086648759803e-24,7.20272461372145e-22,formin-like protein CG32138
111112925,1,NC_035780.1,32447268,32447268,63.4901556776557,+,1.883168387765e-38,1.17165197491173e-35,sorting nexin-4-like
111112987,1,NC_035788.1,59007352,59007352,-53.9576802507837,+,2.99570736863714e-46,3.6106291873821e-43,ATP-dependent RNA helicase DDX42-like
111113136,1,NC_035788.1,64582354,64582354,-68.1609288075466,+,4.15773105354742e-44,4.21672357902796e-41,receptor-type tyrosine-protein phosphatase N2-like
111113173,1,NC_035788.1,46282477,46282477,50.7542236524537,+,2.52352377270892e-18,1.79422902724056e-16,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
111113238,1,NC_035780.1,26676904,26676904,-61.473707966599,+,1.97073488282654e-41,1.58606271668681e-38,protein scribble homolog
111113269,1,NC_035788.1,26653091,26653091,-67.2911787665886,+,1.82050224617698e-16,1.0086560980572e-14,uncharacterized LOC111113269
111113296,1,NC_035788.1,53499670,53499670,57.7820458102148,+,1.1982324072697e-24,1.8250762357999e-22,reversion-inducing cysteine-rich protein with Kazal motifs-like
111114201,1,NC_035780.1,571139,571139,58.2278481012658,+,9.537633295453e-30,2.55316307346757e-27,vacuolar protein sorting-associated protein 13B-like
111114680,1,NC_035788.1,49531183,49531183,58.6824324324324,+,4.92330999229396e-14,1.96688326532198e-12,sentrin-specific protease 1-like
111114690,1,NC_035788.1,22718207,22718207,63.9795918367347,+,1.01701154840763e-35,4.96545248778816e-33,cytosolic 10-formyltetrahydrofolate dehydrogenase-like
111114721,1,NC_035788.1,13021324,13021324,57.5867552909514,+,6.21070064776747e-32,2.13137581015888e-29,transformation/transcription domain-associated protein-like
111114837,1,NC_035788.1,92754574,92754574,60.4805302402651,+,4.49111475523133e-14,1.80462237860281e-12,bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]-like
111114885,1,NC_035788.1,77344602,77344602,54.4660194174757,+,3.23366276474754e-17,1.98907255844988e-15,cilia- and flagella-associated protein 69-like
111114886,1,NC_035788.1,71239722,71239722,53.4995206136146,+,5.40538308623838e-17,3.21322661467423e-15,uncharacterized LOC111114886
111114935,1,NC_035788.1,80521353,80521353,61.9674574587008,+,3.53599098305585e-27,7.12597592121023e-25,SAP domain-containing ribonucleoprotein-like
111115050,1,NC_035788.1,70996376,70996376,68.6722488038277,+,6.61995303814002e-44,6.60645903285621e-41,ankyrin repeat and zinc finger domain-containing protein 1-like
111115059,1,NC_035780.1,60359487,60359487,65.5254490247543,+,5.48093148609015e-107,1.3674398109824e-101,low-density lipoprotein receptor-related protein 6-like
111115124,1,NC_035788.1,3144298,3144298,50.013543202817,+,2.9166189057996e-26,5.33090424351517e-24,endonuclease 8-like 3
111115343,1,NC_035788.1,20566859,20566859,-62.6666666666667,+,2.43296926799169e-16,1.3224455025907e-14,zinc finger protein 845-like
111115426,1,NC_035788.1,92760344,92760344,-53.3173286774334,+,3.34738654745998e-27,6.76227386400973e-25,zinc finger protein 845-like
111115963,1,NC_035788.1,75693190,75693190,53.4867975626269,+,7.93865001777898e-56,2.06314270882399e-52,transmembrane protein 19-like
111116085,1,NC_035788.1,99540197,99540197,51.4131040522251,+,6.57813195871951e-21,6.41336772259485e-19,fibrillin-1-like
111116090,1,NC_035788.1,99540197,99540197,51.4131040522251,+,6.57813195871951e-21,6.41336772259485e-19,multiple epidermal growth factor-like domains protein 11
111116264,1,NC_035789.1,9445654,9445654,-65.6050955414013,+,2.33503523004165e-35,1.09299978047217e-32,ornithine decarboxylase antizyme 3-like
111116869,1,NC_035789.1,7947064,7947064,57.1428571428571,+,7.13329588319299e-15,3.1871219055114e-13,MYCBP-associated protein-like
111116988,1,NC_035789.1,10721394,10721394,55.7724056603774,+,3.07872586976118e-33,1.20017587683806e-30,uncharacterized LOC111116988
111117013,1,NC_035780.1,38014598,38014598,-50.2692702980473,+,1.27345457419022e-19,1.05834342518927e-17,insulin receptor substrate 1-B-like
111117024,1,NC_035789.1,4916415,4916415,53.0582166543847,+,9.99802633191053e-12,2.81886272929704e-10,mothers against decapentaplegic homolog 4-like
111117388,1,NC_035789.1,9432287,9432287,-51.6636141636142,+,2.77567615809512e-54,6.35325290062814e-51,uncharacterized LOC111117388
111117456,1,NC_035789.1,7302118,7302118,-50.9311280853481,+,2.0370045073082e-43,1.92504953621381e-40,endothelin-converting enzyme 1-like
111117551,1,NC_035789.1,5560271,5560271,-51.8703597944032,+,3.5838354798388e-19,2.82953342366872e-17,ATP-dependent zinc metalloprotease YME1 homolog
111117672,1,NC_035780.1,401631,401631,53.6670362743545,+,1.9894967724195e-27,4.12259429890381e-25,Niemann-Pick C1 protein-like
111117739,1,NC_035789.1,1152813,1152813,-61.1128829920691,+,3.20780994368121e-39,2.14562412582802e-36,uncharacterized LOC111117739
111117750,1,NC_035789.1,1152813,1152813,-61.1128829920691,+,3.20780994368121e-39,2.14562412582802e-36,uncharacterized LOC111117750
111117803,1,NC_035789.1,23133846,23133846,-51.6015073009892,+,2.60271542623356e-26,4.781682793028e-24,transformation/transcription domain-associated protein-like
111118300,1,NC_035781.1,20200245,20200245,-68.60982016569,+,3.19495686766719e-25,5.1626365272406e-23,histone acetyltransferase KAT6B-like
111118347,1,NC_035781.1,24474568,24474568,53.0612244897959,+,3.45344020244e-08,5.11578311029646e-07,NA
111118649,1,NC_035781.1,42529449,42529449,-50.6981032665964,+,3.9538549269496e-21,3.95370285868455e-19,lumican-like
111118731,1,NC_035781.1,43563162,43563162,56.3768115942029,+,5.98098273802582e-19,4.58432503799921e-17,protein transport protein Sec24A-like
111118823,1,NC_035781.1,49000883,49000883,61.1087795870405,+,6.98932584109471e-33,2.6222101173906e-30,protein FAM149B1-like
111118833,1,NC_035781.1,2383029,2383029,67.0758928571429,+,5.43557258711535e-43,4.98574706231746e-40,regulator of G-protein signaling 22-like
111118904,1,NC_035781.1,5035160,5035160,-51.6328828828829,+,3.88147916576505e-19,3.04717371095384e-17,uncharacterized LOC111118904
111118920,1,NC_035781.1,29385293,29385293,56.0455530307034,+,4.06393263338884e-33,1.56467931280426e-30,structural maintenance of chromosomes protein 6-like
111118933,1,NC_035781.1,5928087,5928087,52.176220806794,+,7.46696649540333e-17,4.35978583640143e-15,uncharacterized LOC111118933
111119012,1,NC_035781.1,23710327,23710327,-54.5717994385245,+,8.42454066830098e-28,1.83888193804831e-25,uncharacterized LOC111119012
111119016,1,NC_035781.1,23710327,23710327,-54.5717994385245,+,8.42454066830098e-28,1.83888193804831e-25,sperm flagellar protein 2-like
111119253,1,NC_035781.1,49178843,49178843,-51.1500754147813,+,8.49226784648732e-21,8.16784632320528e-19,protein FAM13A-like
111119331,1,NC_035781.1,13033011,13033011,-63.7391551699616,+,3.44025073627788e-85,9.53677273549183e-81,eukaryotic elongation factor 2 kinase-like
111119372,1,NC_035781.1,30488985,30488985,51.8600237247924,+,1.10686794925034e-43,1.07872239014781e-40,tyrosine-protein kinase SRK2-like
111119469,1,NC_035781.1,32146060,32146060,52.2772153480815,+,9.57434655560303e-38,5.54224498974535e-35,uncharacterized LOC111119469
111119485,1,NC_035781.1,59590230,59590230,51.3275323516287,+,2.65723789691482e-18,1.88179209915626e-16,ATPase family AAA domain-containing protein 5-like
111119490,1,NC_035781.1,47215728,47215728,52.0504385964912,+,1.32841491130614e-22,1.60808720502215e-20,dual 3'
111119549,1,NC_035781.1,44165243,44165243,-53.4722222222222,+,2.31679815285738e-17,1.44613186699136e-15,Ig-like and fibronectin type-III domain-containing protein 2
111119574,1,NC_035781.1,59742650,59742650,-65.0485436893204,+,2.11141225960939e-27,4.36073756412092e-25,cyclin-dependent kinase-like 4
111119596,1,NC_035781.1,56224735,56224735,58.3225806451613,+,1.13662578230464e-25,1.93989365222286e-23,caspase recruitment domain-containing protein 11-like
111119655,1,NC_035781.1,53374026,53374026,-57.1625978811608,+,3.68690012528901e-25,5.91540965861716e-23,mitochondrial Rho GTPase 1-like
111119688,1,NC_035781.1,30827586,30827586,55.2655677655678,+,1.84910671195746e-26,3.46087307336901e-24,uncharacterized LOC111119688
111119689,1,NC_035781.1,30803514,30803514,-54.6637074489976,+,7.74000673378314e-38,4.53299860865493e-35,rapamycin-insensitive companion of mTOR-like
111119799,1,NC_035781.1,9369564,9369564,51.9350462815193,+,5.88581314270141e-30,1.6136856033834e-27,zinc finger protein 91-like
111119808,1,NC_035781.1,28992819,28992819,52.9083204930662,+,4.65879615365645e-22,5.24278274568167e-20,amyloid protein-binding protein 2-like
111119880,1,NC_035781.1,10383011,10383011,-58.7995327522689,+,1.23306040539502e-57,3.94406075318241e-54,metallophosphoesterase 1 homolog
111119994,1,NC_035780.1,43327057,43327057,50.7661290322581,+,2.30284094112487e-12,7.1725008198447e-11,transcription factor E2F3-like
111120002,1,NC_035781.1,5386448,5386448,50.5489679402723,+,6.31432273508759e-24,8.92051489478204e-22,EF-hand calcium-binding domain-containing protein 14-like
111120054,1,NC_035781.1,54790380,54790380,61.1523506539413,+,1.53949945936751e-20,1.43638871405229e-18,probable ATP-dependent RNA helicase DDX46
111120110,1,NC_035781.1,56296257,56296257,63.1414267834793,+,7.22237719824621e-25,1.12059316251408e-22,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-like
111120186,1,NC_035781.1,24354116,24354116,-51.774584810599,+,1.41588266238921e-39,9.67805856200782e-37,nudC domain-containing protein 3-like
111120228,1,NC_035781.1,30153251,30153251,51.1417982673559,+,1.01820286775486e-61,4.61876081584103e-58,uncharacterized LOC111120228
111120273,1,NC_035781.1,37444182,37444182,56.4884302689181,+,4.17574291593903e-27,8.34781880822501e-25,protein HID1-like
111120321,1,NC_035781.1,43054123,43054123,-60.0945906000591,+,8.7163069639327e-30,2.35095669856406e-27,centrosomal protein of 131 kDa-like
111120358,1,NC_035781.1,22439770,22439770,53.8431991220248,+,7.04523840906674e-52,1.31173087853659e-48,prolactin regulatory element-binding protein-like
111120467,1,NC_035781.1,59605797,59605797,-53.5464535464535,+,3.9740455003877e-31,1.25983000961458e-28,protein transport protein Sec24C-like
111120512,1,NC_035781.1,22901073,22901073,54.5212067328093,+,1.09193667808556e-68,9.08092410007005e-65,lethal(2) giant larvae protein homolog 1-like
111120603,1,NC_035781.1,13281050,13281050,-51.4929742388759,+,1.0700218435283e-21,1.15267781551784e-19,cytohesin-1-like
111120737,1,NC_035781.1,29126964,29126964,51.989247311828,+,1.16075549193079e-18,8.58066241996831e-17,receptor-type tyrosine-protein phosphatase kappa-like
111120781,1,NC_035781.1,2454891,2454891,-50.6016042780749,+,7.11265828383862e-52,1.31447406595276e-48,ergothioneine biosynthesis protein 1-like
111120827,1,NC_035781.1,53674858,53674858,68.3216494845361,+,1.06876056119892e-26,2.062223543975e-24,probable E3 ubiquitin-protein ligase HERC4
111120886,1,NC_035780.1,17488959,17488959,-57.0731707317073,+,5.71400122627172e-26,1.01033910321041e-23,midasin-like
111120922,1,NC_035781.1,28525220,28525220,50.6208425720621,+,3.44255838976761e-18,2.40702064011697e-16,tetratricopeptide repeat protein 30A-like
111120952,1,NC_035781.1,54737384,54737384,56.7620650953984,+,1.64239234745561e-20,1.52554404452557e-18,39S ribosomal protein L55
111121117,1,NC_035781.1,29765550,29765550,-51.3917262512768,+,2.37395591462527e-12,7.37858752104105e-11,serine/threonine-protein kinase Nek8-like
111121234,1,NC_035781.1,20126030,20126030,-52.370820668693,+,3.03566919628151e-11,7.93224061911689e-10,UDP-galactose/UDP-glucose transporter 7-like
111121400,1,NC_035781.1,30789624,30789624,-57.1975318284777,+,1.40822393607859e-27,2.98005737302864e-25,DNA excision repair protein ERCC-6-like
111121490,1,NC_035781.1,47331063,47331063,-56.1057692307692,+,1.16986758240376e-16,6.63946168807289e-15,protein sidekick-like
111121716,1,NC_035781.1,2169469,2169469,-58.130081300813,+,3.44002082074853e-17,2.10976446528012e-15,DNA repair and recombination protein RAD54B-like
111121726,1,NC_035781.1,1874188,1874188,-51.5508021390374,+,4.86980778688703e-16,2.54604005102588e-14,THO complex subunit 1-like
111121770,1,NC_035781.1,2277405,2277405,57.4353123861134,+,2.38469787846999e-57,7.53112958498445e-54,WD repeat-containing protein 90-like
